doc_id,surface,start_pos,end_pos,type
https://digitalzibaldone.net/node/p3579_1,Spagna,82,88,LOC
https://digitalzibaldone.net/node/p3579_1,italia,204,210,LOC
https://digitalzibaldone.net/node/p3579_1,Spagna,339,345,LOC
https://digitalzibaldone.net/node/p3579_1,ispagna,727,734,LOC
https://digitalzibaldone.net/node/p3579_1,Cristo,920,926,PER
https://digitalzibaldone.net/node/p3579_1,Maometto,944,952,PER
https://digitalzibaldone.net/node/p3593_1,Tasso,14,19,PER
https://digitalzibaldone.net/node/p3593_1,Ugone,283,288,PER
https://digitalzibaldone.net/node/p3593_1,Goffredo,291,299,PER
https://digitalzibaldone.net/node/p3593_1,Rinaldo,311,318,PER
https://digitalzibaldone.net/node/p3593_1,Tasso,403,408,PER
https://digitalzibaldone.net/node/p3593_1,Tasso,722,727,PER
https://digitalzibaldone.net/node/p3593_1,Tasso,1490,1495,PER
https://digitalzibaldone.net/node/p3604_1,Omero,1608,1613,PER
https://digitalzibaldone.net/node/p3604_1,iliade,1619,1625,WORK
https://digitalzibaldone.net/node/p3613_1,iliade,45,51,WORK
https://digitalzibaldone.net/node/p3613_1,Omero,474,479,PER
https://digitalzibaldone.net/node/p3613_1,iliade,1188,1194,WORK
https://digitalzibaldone.net/node/p3621_2,Forcell.,53,61,WORK
https://digitalzibaldone.net/node/p3621_2,Desino,122,128,PER
https://digitalzibaldone.net/node/p3621_2,Forcellini,150,160,WORK
https://digitalzibaldone.net/node/p3636_1,Alberti,674,681,PER
https://digitalzibaldone.net/node/p3636_1,Monti,957,962,PER
https://digitalzibaldone.net/node/p3636_1,Propos.,963,970,WORK
https://digitalzibaldone.net/node/p3636_1,Prudenzio,1210,1219,PER
https://digitalzibaldone.net/node/p3684_5,S. Girolamo,112,123,PER
https://digitalzibaldone.net/node/p3684_5,Forcell.,186,194,WORK
https://digitalzibaldone.net/node/p3684_5,Gloss.,215,221,WORK
https://digitalzibaldone.net/node/p3686_2,Forcell.,76,84,WORK
https://digitalzibaldone.net/node/p3687_1,Dante,405,410,PER
https://digitalzibaldone.net/node/p3687_1,la Crusca,437,446,WORK
https://digitalzibaldone.net/node/p3695_1,Forcell.,336,344,WORK
https://digitalzibaldone.net/node/p3715_1,Cicerone,1221,1229,PER
https://digitalzibaldone.net/node/p3715_1,Orat.,1250,1255,WORK
https://digitalzibaldone.net/node/p3749_2,Omero,321,326,PER
https://digitalzibaldone.net/node/p3749_2,italia,867,873,LOC
https://digitalzibaldone.net/node/p3749_2,italia,1023,1029,LOC
https://digitalzibaldone.net/node/p3749_2,italia,1594,1600,LOC
https://digitalzibaldone.net/node/p3754_1,Forc.,275,280,WORK
https://digitalzibaldone.net/node/p3758_1,Forc.,232,237,WORK
https://digitalzibaldone.net/node/p3758_1,Forc.,587,592,WORK
https://digitalzibaldone.net/node/p3758_1,marcesco,736,744,PER
https://digitalzibaldone.net/node/p3758_1,Forc.,796,801,WORK
https://digitalzibaldone.net/node/p3811_4,Annali di Scienze e lettere,1296,1323,WORK
https://digitalzibaldone.net/node/p3811_4,Milano,1327,1333,LOC
https://digitalzibaldone.net/node/p3828_1,Forcell.,16,24,WORK
https://digitalzibaldone.net/node/p3830_1,italia,731,737,LOC
https://digitalzibaldone.net/node/p3842_1,Creuzer,295,302,PER
https://digitalzibaldone.net/node/p3842_1,Meletemata e disciplina antiquitatis,303,339,WORK
https://digitalzibaldone.net/node/p3842_1,Lips.,349,354,LOC
https://digitalzibaldone.net/node/p3845_2,Catullo,93,100,PER
https://digitalzibaldone.net/node/p3845_2,Paolo Diacono da Festo,113,135,PER
https://digitalzibaldone.net/node/p3858_1,italia,205,211,LOC
https://digitalzibaldone.net/node/p3858_1,spagna,217,223,LOC
https://digitalzibaldone.net/node/p3858_1,italia,311,317,LOC
https://digitalzibaldone.net/node/p3858_1,spagna,323,329,LOC
https://digitalzibaldone.net/node/p3858_1,europa,791,797,LOC
https://digitalzibaldone.net/node/p3858_1,europa,868,874,LOC
https://digitalzibaldone.net/node/p3858_1,ispagna,1124,1131,LOC
https://digitalzibaldone.net/node/p3858_1,italia,1293,1299,LOC
https://digitalzibaldone.net/node/p3858_1,ispagna,1307,1314,LOC
https://digitalzibaldone.net/node/p3875_1,Forc.,741,746,WORK
https://digitalzibaldone.net/node/p3887_1,italia,23,29,LOC
https://digitalzibaldone.net/node/p3887_1,Trivulzio,86,95,PER
https://digitalzibaldone.net/node/p3887_1,Montecuccoli,100,112,PER
https://digitalzibaldone.net/node/p3887_1,Bernardo Tasso,601,615,PER
https://digitalzibaldone.net/node/p3887_1,Lettere,617,624,WORK
https://digitalzibaldone.net/node/p3887_1,Mazarino,1033,1041,PER
https://digitalzibaldone.net/node/p3887_1,Alberoni,1045,1053,PER
https://digitalzibaldone.net/node/p3887_1,Bentivoglio,1058,1069,PER
https://digitalzibaldone.net/node/p3887_1,Lucchesini,1083,1093,PER
https://digitalzibaldone.net/node/p3887_1,Roma,1355,1359,LOC
https://digitalzibaldone.net/node/p3887_1,italia,1447,1453,LOC
https://digitalzibaldone.net/node/p3887_1,europa,1674,1680,LOC
https://digitalzibaldone.net/node/p3895_2,Tulli,236,241,PER
https://digitalzibaldone.net/node/p3895_2,Conspectus orthographiae cod. vaticani de republica,311,362,WORK
https://digitalzibaldone.net/node/p3895_2,Niebuhr,366,373,PER
https://digitalzibaldone.net/node/p3895_2,Tulli,426,431,PER
https://digitalzibaldone.net/node/p3902_1,Petr.,62,67,PER
https://digitalzibaldone.net/node/p3902_1,Sestina,68,75,WORK
https://digitalzibaldone.net/node/p3902_1,San Flaviano,172,184,PER
https://digitalzibaldone.net/node/p3907_2,Feder. II,100,109,PER
https://digitalzibaldone.net/node/p3907_2,Forcell.,169,177,WORK
https://digitalzibaldone.net/node/p3931_3,Frédéric II,66,77,PER
https://digitalzibaldone.net/node/p3931_3,D'Argens,91,99,PER
https://digitalzibaldone.net/node/p3931_3,Sur la faiblesse de l'esprit humain,101,136,WORK
https://digitalzibaldone.net/node/p3961_1,Diz. spagn.,72,83,WORK
https://digitalzibaldone.net/node/p3961_1,Gloss.,89,95,WORK
https://digitalzibaldone.net/node/p3963_1,Forc.,75,80,PER
https://digitalzibaldone.net/node/p3963_1,il Forc.,686,694,WORK
https://digitalzibaldone.net/node/p3963_1,Forc.,868,873,PER
https://digitalzibaldone.net/node/p3963_1,Forc.,901,906,PER
https://digitalzibaldone.net/node/p3963_1,il Forc.,1326,1334,WORK
https://digitalzibaldone.net/node/p3980_1,D. Quijote,254,264,WORK
https://digitalzibaldone.net/node/p3980_1,Cavalleria,406,416,WORK
https://digitalzibaldone.net/node/p3980_1,Sancho,441,447,PER
https://digitalzibaldone.net/node/p3980_1,D. Quijote,658,668,WORK
https://digitalzibaldone.net/node/p3980_1,Amberes,706,713,LOC
https://digitalzibaldone.net/node/p3980_3,Forcell.,42,50,WORK
https://digitalzibaldone.net/node/p3986_3,Forcell.,273,281,WORK
https://digitalzibaldone.net/node/p3986_3,Caio Tizio,328,338,PER
https://digitalzibaldone.net/node/p3988_1,De Rogati,213,222,PER
https://digitalzibaldone.net/node/p3988_1,Anacr.,246,252,PER
https://digitalzibaldone.net/node/p3988_1,Batillo,267,274,PER
https://digitalzibaldone.net/node/p3988_1,Ippocrate,499,508,PER
https://digitalzibaldone.net/node/p3992_5,D. Quijote,254,264,PER
https://digitalzibaldone.net/node/p3992_5,D. Quijote,483,493,PER
https://digitalzibaldone.net/node/p3992_5,la Crus.,537,545,WORK
https://digitalzibaldone.net/node/p3995_3,Anacreonte,64,74,PER
https://digitalzibaldone.net/node/p4000_1,Petrarca,456,464,PER
https://digitalzibaldone.net/node/p4000_1,Canz. Una donna più bella,465,490,WORK
https://digitalzibaldone.net/node/p4000_4,Forc.,694,699,WORK
https://digitalzibaldone.net/node/p4000_4,Gloss.,919,925,WORK
https://digitalzibaldone.net/node/p4000_4,Gloss.,933,939,WORK
