doc_id,surface,start_pos,end_pos,type,identifier,source,valid,split,,
document_141065.html,Moro,306,310,PER,Q171834,AMD,yes,train,,
document_141065.html,Moro,711,715,PER,Q171834,AMD,yes,train,,
document_141065.html,ministro,3,11,PER,Q789842,AMD,no,train,,
document_141065.html,organizzazione,828,842,ORG,Q8908,AMD,yes,train,,
document_141065.html,presidente,71,81,PER,Q4003497,AMD,no,train,,
document_141065.html,governo ellenico,600,616,ORG,Q15260617,NER,yes,train,,
document_141069.html,Consiglio dei Ministri,18,40,ORG,Q8896,NER,yes,train,,
document_141071.html,Paese,258,263,LOC,Q38,AMD,yes,train,,
document_141072.html,Ella,27,31,PER,Q307873,NER,yes,train,,
document_141072.html,Governo sceriffiano,149,168,ORG,Q12208534,NER,yes,train,,
document_141073.html,Aldo Moro,30,39,PER,Q171834,AMD,yes,train,,
document_141073.html,ministro,3,11,PER,Q27991492,AMD,no,train,,
document_141076.html,organizzazione,348,362,ORG,Q1065,AMD,yes,train,,
document_141076.html,Carta,448,453,ORG,Q171328,NER,yes,train,,
document_141081.html,Commissione,514,525,ORG,NIL,AMD,yes,train,,
document_141081.html,Europe,195,201,LOC,Q46,AMD,no,train,,
document_141081.html,Ministro,373,381,PER,NIL,AMD,no,train,,
document_141085.html,Governo,78,85,ORG,Q1155570,NER,yes,train,,
document_141085.html,Ella,133,137,PER,NIL,NER,yes,train,,
document_141087.html,Paese,105,110,LOC,Q38,AMD,yes,train,,
document_141090.html,comunità,270,278,ORG,Q52847,AMD,no,train,,
document_141091.html,Governo italiano,3,19,ORG,Q3773971,NER,yes,train,,
document_141092.html,Moro,97,101,PER,Q171834,AMD,yes,train,,
document_141092.html,Agenzia internazionale per l’energia atomica,182,226,ORG,Q41984,NER,yes,train,,
document_141092.html,TNP,376,379,ORG,Q186444,NER,yes,train,,
document_141092.html,governo francese,636,652,ORG,Q1450662,NER,yes,train,,
document_141094.html,Ella,185,189,PER,Q2185,NER,yes,train,,
document_141099.html,Aldo Moro,30,39,PER,Q171834,AMD,yes,train,,
document_141099.html,ministro,3,11,PER,Q27991492,AMD,no,train,,
document_141100.html,Aldo Moro,30,39,PER,Q171834,AMD,yes,train,,
document_141100.html,Ministro,3,11,PER,Q27991492,AMD,no,train,,
document_141101.html,Aldo Moro,30,39,PER,Q171834,AMD,yes,train,,
document_141101.html,Ministro,3,11,PER,Q27991492,AMD,no,train,,
document_141102.html,Aldo Moro,115,124,PER,Q171834,AMD,yes,train,,
document_141102.html,Il Tempo,23,31,ORG,Q1077230,NER,yes,train,,
document_141103.html,Moro,55,59,PER,Q171834,AMD,yes,train,,
document_141103.html,ministro,29,37,PER,Q27991492,AMD,no,train,,
document_141103.html,ministro,126,134,PER,Q782620,AMD,no,train,,
document_141104.html,Commissione,79,90,ORG,NIL,AMD,yes,train,,
document_141104.html,Comitato dei Rappresentanti Permanenti,293,331,ORG,Q780116,NER,yes,train,,
document_141105.html,Ella,54,58,PER,Q305776,NER,yes,train,,
document_141108.html,Moro,970,974,PER,Q171834,AMD,yes,train,,
document_141108.html,ministro,961,969,PER,Q2514,AMD,no,train,,
document_141108.html,governo italiano,848,864,ORG,Q3773971,NER,yes,train,,
document_141109.html,paese,67,72,LOC,Q38,AMD,yes,train,,
document_141109.html,paese,372,377,LOC,Q1045,AMD,yes,train,,
document_141113.html,Presidente,29,39,PER,Q796897,AMD,yes,train,,
document_141113.html,partito,191,198,ORG,Q7278,AMD,yes,train,,
document_141113.html,Governo,168,175,ORG,Q3773971,NER,yes,train,,
document_141114.html,Camera,53,59,ORG,Q841424,NER,yes,train,,
document_141114.html,Governo,82,89,ORG,Q3773971,NER,yes,train,,
document_141116.html,Ministro,62,70,PER,NIL,AMD,no,train,,
document_141119.html,Ministro,3,11,PER,Q27991492,AMD,no,train,,
document_141119.html,Moro,29,33,PER,Q171834,AMD,yes,train,,
document_141119.html,On,25,27,ORG,,NER,no,train,,
document_141124.html,Ella,117,121,PER,Q2073431,NER,yes,train,,
document_141127.html,organizzazione,229,243,ORG,Q1065,AMD,yes,train,,
document_141127.html,organizzazione,847,861,ORG,Q1065,AMD,yes,train,,
document_141130.html,Commissione,91,102,ORG,Q8880,AMD,yes,train,,
document_141131.html,Paese,108,113,LOC,Q17,AMD,yes,train,,
document_141134.html,Paese,416,421,LOC,Q252,AMD,yes,train,,
document_141134.html,Ella,198,202,PER,Q76297,NER,yes,train,,
document_141134.html,Ella,541,545,PER,Q76297,NER,yes,train,,
document_141135.html,Moro,29,33,PER,Q171834,AMD,yes,train,,
document_141135.html,ministro,3,11,PER,Q27991492,AMD,no,train,,
document_141136.html,Sua Maestà,21,31,PER,,NER,no,train,,
document_141140.html,Indonesia,102,111,LOC,Q252,AMD,yes,train,,
document_141142.html,Londra,118,124,LOC,Q84,AMD,yes,train,,
document_141142.html,Ella,61,65,PER,Q128976,NER,yes,train,,
document_141143.html,Moro,79,83,PER,Q171834,AMD,yes,train,,
document_141143.html,ministro,1077,1085,PER,Q27991492,AMD,no,train,,
document_141143.html,Est-Ovest,875,884,ORG,,NER,no,train,,
document_141144.html,Roma,114,118,LOC,Q220,AMD,yes,train,,
document_141144.html,Governo italiano,63,79,ORG,Q3773971,NER,yes,train,,
document_141149.html,continente,689,699,LOC,Q12585,AMD,yes,train,,
document_141149.html,Governo italiano,70,86,ORG,Q3773971,NER,yes,train,,
document_141154.html,Ministro,75,83,PER,Q27991492,AMD,no,train,,
document_141154.html,Moro,101,105,PER,Q171834,AMD,yes,train,,
document_141154.html,Maariv,26,32,ORG,Q1147759,NER,yes,train,,
document_141154.html,On,97,99,ORG,,NER,no,train,,
document_141155.html,Moro,0,4,PER,Q171834,AMD,yes,train,,
document_141155.html,città,100,105,LOC,Q55957288,AMD,yes,train,,
document_141155.html,città,291,296,LOC,Q55957288,AMD,yes,train,,
document_141155.html,Knesset,180,187,LOC,Q133396,NER,yes,train,,
document_141155.html,Parlamento,192,202,ORG,Q133396,NER,yes,train,,
document_141157.html,Governo,63,70,ORG,Q3773971,NER,yes,train,,
document_141157.html,Camera,91,97,ORG,Q633872,NER,yes,train,,
document_141157.html,Indocina,482,490,LOC,Q43467,NER,yes,train,,
document_141158.html,Paese,201,206,LOC,Q664,AMD,yes,train,,
document_141159.html,Ella,280,284,PER,Q348901,NER,yes,train,,
document_141160.html,Ella,149,153,PER,Q348901,NER,yes,train,,
document_141161.html,Governo italiano,42,58,ORG,Q3773971,NER,yes,train,,
document_141162.html,Governo italiano,132,148,ORG,Q3773971,NER,yes,train,,
document_141163.html,paese,331,336,LOC,Q16,AMD,yes,train,,
document_141164.html,capitale,236,244,LOC,Q3718,AMD,yes,train,,
document_141164.html,Ella,48,52,PER,Q452310,NER,yes,train,,
document_141165.html,capitale,187,195,LOC,Q3718,AMD,yes,train,,
document_141166.html,Governo,103,110,ORG,Q3773971,NER,yes,train,,
document_141168.html,Ella,52,56,PER,Q2580160,NER,yes,train,,
document_141168.html,Ella,202,206,PER,Q2580160,NER,yes,train,,
document_141176.html,Ministro,189,197,PER,NIL,AMD,no,train,,
document_141176.html,Paese,142,147,LOC,Q34,AMD,yes,train,,
document_141176.html,Governo svedese,237,252,ORG,Q930729,NER,yes,train,,
document_141177.html,Governo svedese,32,47,ORG,Q930729,NER,yes,train,,
document_141177.html,Ella,424,428,PER,Q241035,NER,yes,train,,
document_141179.html,Paese,119,124,LOC,Q33,AMD,yes,train,,
document_141179.html,Ella,181,185,PER,Q922901,NER,yes,train,,
document_141189.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train,,
document_141189.html,Paese,251,256,LOC,Q38,AMD,yes,train,,
document_141189.html,regime,96,102,ORG,,NER,no,train,,
document_141191.html,Ministro,337,345,PER,NIL,AMD,no,train,,
document_141191.html,Paese,308,313,LOC,Q22890,AMD,yes,train,,
document_141191.html,ministro,13,21,PER,Q2514,AMD,no,train,,
document_141191.html,Governo irlandese,381,398,ORG,Q1672817,NER,yes,train,,
document_141192.html,città,279,284,LOC,Q1761,AMD,yes,train,,
document_141192.html,Governo irlandese,32,49,ORG,Q1672817,NER,yes,train,,
document_141193.html,Ministre,70,78,PER,Q1884962,AMD,no,train,,
document_141197.html,Atlantico,1173,1182,ORG,Q877399,AMD,no,train,,
document_141197.html,Paese,668,673,LOC,Q38,AMD,yes,train,,
document_141197.html,Parlamento,651,661,ORG,Q1117578,NER,yes,train,,
document_141202.html,Governo italiano,66,82,ORG,Q3773971,NER,yes,train,,
document_141205.html,collega,779,786,PER,Q72856,AMD,yes,train,,
document_141205.html,Governo,3,10,ORG,Q3773971,NER,yes,train,,
document_141205.html,Conferenza atlantica,834,854,ORG,Q7184,NER,yes,train,,
document_141209.html,Consiglio Nazionale,221,240,ORG,NIL,NER,yes,train,,
document_141209.html,Congresso,277,286,ORG,NIL,NER,yes,train,,
document_141211.html,Commissione,118,129,ORG,Q115674853,AMD,yes,train,,
document_141211.html,Presidente,190,200,PER,Q4003497,AMD,no,train,,
document_141211.html,partito,297,304,ORG,Q815348,AMD,no,train,,
document_141211.html,Governo,153,160,ORG,Q3773971,NER,yes,train,,
document_141212.html,Assemblea,127,136,ORG,Q1053185,AMD,no,train,,
document_141212.html,collega,497,504,PER,Q76297,AMD,no,train,,
document_141212.html,continente,534,544,LOC,Q538,AMD,no,train,,
document_141213.html,ministro,50,58,PER,Q27991492,AMD,no,train,,
document_141213.html,presidente,135,145,PER,Q4003497,AMD,no,train,,
document_141213.html,Esteri,65,71,PER,Q27991492,NER,no,train,,
document_141214.html,Paese,359,364,LOC,Q38,AMD,yes,train,,
document_141214.html,Lei,254,257,PER,Q2408989,NER,yes,train,,
document_141214.html,Ella,308,312,PER,Q2408989,NER,yes,train,,
document_141215.html,Paese,268,273,LOC,Q20,AMD,yes,train,,
document_141217.html,Europe,94,100,LOC,Q46,AMD,no,train,,
document_141218.html,Governo italiano,170,186,ORG,Q3773971,NER,yes,train,,
document_141220.html,Odescalchi,156,166,LOC,Q1048826,NER,no,train,,
document_141222.html,Consiglio dei Ministri,62,84,ORG,Q8896,NER,yes,train,,
document_141225.html,Europe,26,32,LOC,Q46,AMD,no,train,,
document_141225.html,Consiglio,52,61,ORG,Q8896,NER,yes,train,,
document_141226.html,Moro,38,42,PER,Q171834,AMD,yes,train,,
document_141226.html,ministro,29,37,PER,Q2514,AMD,no,train,,
document_141226.html,partiti,208,215,ORG,Q7278,AMD,no,train,,
document_141229.html,Ministre,166,174,PER,Q1884962,AMD,no,train,,
document_141231.html,Ministero,135,144,ORG,Q27991492,NER,yes,train,,
document_141232.html,Atlantico,114,123,LOC,Q97,AMD,no,train,,
document_141234.html,Governo,53,60,ORG,Q3773971,NER,yes,train,,
document_141234.html,Popolo italiano,67,82,ORG,,NER,no,train,,
document_141235.html,Sezione,363,370,ORG,Q3866579,AMD,no,train,,
document_141235.html,città,57,62,LOC,Q481642,AMD,yes,train,,
document_141237.html,Aldo Moro,29,38,PER,Q171834,AMD,yes,train,,
document_141237.html,Foggia,51,57,LOC,Q13464,AMD,yes,train,,
document_141237.html,Ministro,3,11,PER,Q789842,AMD,no,train,,
document_141241.html,Aldo Moro,256,265,PER,Q171834,AMD,yes,train,,
document_141241.html,Bo,359,361,LOC,Q586,AMD,no,train,,
document_141241.html,ministro,224,232,PER,Q789842,AMD,no,train,,
document_141241.html,ministro,377,385,PER,Q56034,AMD,no,train,,
document_141242.html,Moro,43,47,PER,Q171834,AMD,yes,train,,
document_141242.html,commissione,200,211,ORG,NIL,AMD,no,train,,
document_141242.html,governo italiano,4,20,ORG,Q3773971,NER,yes,train,,
document_141243.html,Moro,32,36,PER,Q171834,AMD,yes,train,,
document_141243.html,governo italiano,81,97,ORG,Q3773971,NER,yes,train,,
document_141244.html,Aldo Moro,67,76,PER,Q171834,AMD,yes,train,,
document_141244.html,Moro,591,595,PER,Q171834,AMD,yes,train,,
document_141244.html,ministro,35,43,PER,Q789842,AMD,no,train,,
document_141250.html,Signori,65,72,PER,,NER,no,train,,
document_141251.html,Palazzo Vecchio[1,42,59,LOC,Q271928,NER,yes,train,,
document_141252.html,Moro,6,10,PER,Q171834,AMD,yes,train,,
document_141252.html,Moro,304,308,PER,Q171834,AMD,yes,train,,
document_141253.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train,,
document_141253.html,Parlamento,104,114,ORG,Q1117578,NER,yes,train,,
document_141254.html,continente,201,211,LOC,Q15,AMD,yes,train,,
document_141254.html,Governo italiano,52,68,ORG,Q3773971,NER,yes,train,,
document_141257.html,Moro,391,395,PER,Q171834,AMD,yes,train,,
document_141257.html,palazzo Kirchberg,29,46,LOC,Q91102323,NER,yes,train,,
document_141257.html,Governo,324,331,ORG,Q7188,NER,yes,train,,
document_141260.html,Aldo Moro,193,202,PER,Q171834,AMD,yes,train,,
document_141260.html,S. Paolo,349,357,LOC,Q3947760,AMD,yes,train,,
document_141260.html,d.c.,281,285,ORG,Q815348,AMD,yes,train,,
document_141260.html,S. Giuseppe,310,321,LOC,NIL,NER,yes,train,,
document_141260.html,S. Girolamo,323,334,LOC,Q3846621,NER,yes,train,,
document_141260.html,S. Pasquale,336,347,LOC,Q3947769,NER,yes,train,,
document_141261.html,Moro,88,92,PER,Q171834,AMD,yes,train,,
document_141261.html,Moro,282,286,PER,Q171834,AMD,yes,train,,
document_141261.html,ministro,62,70,PER,Q789842,AMD,no,train,,
document_141261.html,Piccinni,120,128,LOC,Q845517,NER,yes,train,,
document_141262.html,Moro,6,10,PER,Q171834,AMD,yes,train,,
document_141262.html,paese,1118,1123,LOC,Q38,AMD,yes,train,,
document_141263.html,Aldo Moro,53,62,PER,Q171834,AMD,yes,train,,
document_141263.html,Italia,1023,1029,LOC,Q38,AMD,yes,train,,
document_141263.html,Ministro,19,27,PER,Q789842,AMD,no,train,,
document_141263.html,Paese,717,722,LOC,Q38,AMD,yes,train,,
document_141263.html,partito,204,211,ORG,Q815348,AMD,yes,train,,
document_141266.html,Moro,164,168,PER,Q171834,AMD,yes,train,,
document_141266.html,ministro,3,11,PER,NIL,AMD,no,train,,
document_141266.html,ministro,142,150,PER,Q789842,AMD,no,train,,
document_141266.html,ministro,178,186,PER,Q3858476,AMD,no,train,,
document_141270.html,Cancelliere Federale,111,131,PER,Q4970706,AMD,yes,train,,
document_141271.html,Moro,25,29,PER,Q171834,AMD,yes,train,,
document_141271.html,ministro,3,11,PER,Q789842,AMD,no,train,,
document_141271.html,Consiglio ministeriale,178,200,ORG,NIL,NER,yes,train,,
document_141276.html,Governo maltese,111,126,ORG,Q6589199,NER,yes,train,,
document_141276.html,Governo italiano,310,326,ORG,Q3773971,NER,yes,train,,
document_141276.html,Governo maltese,542,557,ORG,Q6589199,NER,yes,train,,
document_141276.html,Governo italiano,685,701,ORG,Q3773971,NER,yes,train,,
document_141277.html,Paese,102,107,LOC,Q38,AMD,yes,train,,
document_141277.html,Paese,895,900,LOC,Q38,AMD,yes,train,,
document_141277.html,partiti,1490,1497,ORG,Q7278,AMD,yes,train,,
document_141277.html,partiti,1708,1715,ORG,Q7278,AMD,yes,train,,
document_141277.html,Governo,127,134,ORG,Q3773971,NER,yes,train,,
document_141277.html,Consiglio Nazionale,1114,1133,ORG,NIL,NER,yes,train,,
document_141279.html,Consiglio di Sicurezza,296,318,ORG,Q37470,NER,yes,train,,
document_141282.html,Paese,373,378,LOC,Q6256,AMD,yes,train,,
document_141282.html,Governo,553,560,ORG,Q7188,NER,yes,train,,
document_141283.html,Aldo Moro,0,9,PER,Q171834,AMD,yes,train,,
document_141283.html,Paese,749,754,LOC,Q38,AMD,yes,train,,
document_141283.html,partiti,83,90,ORG,Q7278,AMD,yes,train,,
document_141283.html,partiti,170,177,ORG,Q7278,AMD,yes,train,,
document_141283.html,partiti,425,432,ORG,Q7278,AMD,yes,train,,
document_141283.html,partiti,547,554,ORG,Q7278,AMD,yes,train,,
document_141283.html,governo,109,116,ORG,Q3773971,NER,yes,train,,
document_141284.html,Presidente,247,257,PER,Q1553195,AMD,yes,train,,
document_141284.html,Segretario,282,292,PER,Q1553195,AMD,yes,train,,
document_141284.html,Cari Amici,0,10,ORG,,NER,no,train,,
document_141293.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train,,
document_141294.html,Aldo Moro,73,82,PER,Q171834,AMD,yes,train,,
document_141294.html,partiti,317,324,ORG,Q7278,AMD,yes,train,,
document_141296.html,partiti,575,582,ORG,Q7278,AMD,yes,train,,
document_141299.html,Università,42,52,ORG,Q959524,AMD,yes,train,,
document_141299.html,Università,358,368,ORG,Q959524,AMD,yes,train,,
document_141299.html,città,155,160,LOC,Q490,AMD,no,train,,
document_141300.html,Consiglio Nazionale,160,179,ORG,NIL,NER,yes,train,,
document_141300.html,Congresso,207,216,ORG,NIL,NER,yes,train,,
document_141300.html,Congresso,308,317,ORG,NIL,NER,yes,train,,
document_141300.html,Consiglio Nazionale,724,743,ORG,NIL,NER,yes,train,,
document_141302.html,Congresso Nazionale,141,160,ORG,NIL,NER,yes,train,,
document_141304.html,Paese,325,330,LOC,Q38,AMD,yes,train,,
document_141306.html,Moro,6,10,PER,Q171834,AMD,yes,train,,
document_141306.html,Moro,664,668,PER,Q171834,AMD,yes,train,,
document_141306.html,Paese,424,429,LOC,Q38,AMD,yes,train,,
document_141306.html,Presidente,848,858,PER,Q796897,AMD,yes,train,,
document_141306.html,partiti,162,169,ORG,Q7278,AMD,yes,train,,
document_141306.html,Governo,760,767,ORG,Q3773971,NER,yes,train,,
document_141307.html,Commissione,1385,1396,ORG,Q8880,AMD,yes,train,,
document_141307.html,Governo,990,997,ORG,Q3773971,NER,yes,train,,
document_141307.html,amministrazione italiana,1311,1335,ORG,NIL,NER,yes,train,,
document_141307.html,amministrazione italiana,1597,1621,ORG,NIL,NER,yes,train,,
document_141310.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train,,
document_141310.html,Congresso,137,146,ORG,NIL,NER,yes,train,,
document_141312.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train
document_141312.html,Paese,360,365,LOC,Q38,AMD,yes,train
document_141312.html,collega,1140,1147,PER,Q76297,AMD,no,train
document_141312.html,partiti,419,426,ORG,Q7278,AMD,yes,train
document_141312.html,Congresso nazionale,58,77,ORG,,NER,no,train
document_141313.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train
document_141313.html,Paese,889,894,LOC,Q38,AMD,yes,train
document_141317.html,Paese,359,364,LOC,Q38,AMD,yes,train
document_141317.html,Congresso Nazionale,33,52,ORG,,NER,no,train
document_141320.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train
document_141321.html,collega,1172,1179,PER,Q76297,AMD,no,train
document_141321.html,Unione Tipografica Editrice Torinese,149,185,ORG,Q4002388,NER,yes,train
document_142002.html,partito,820,827,ORG,Q815348,AMD,yes,train
document_142002.html,La Discussione,16,30,ORG,Q3208294,NER,yes,train
document_142002.html,Congresso,99,108,ORG,,NER,no,train
document_142002.html,Governo,777,784,ORG,Q3111863,NER,yes,train
document_142004.html,Aldo Moro,7,16,PER,Q171834,AMD,yes,train
document_142004.html,Paese,354,359,LOC,Q38,AMD,yes,train
document_142004.html,Paese,892,897,LOC,Q38,AMD,yes,train
document_142008.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_142008.html,ministro,4,12,PER,Q2514,AMD,no,train
document_142010.html,Presidente,8,18,PER,Q1233,AMD,yes,train
document_142010.html,Governo,43,50,ORG,Q3112434,NER,yes,train
document_142010.html,governo costituzionale,229,251,ORG,,NER,no,train
document_142014.html,Certes,3,9,PER,,NER,no,train
document_142015.html,comunità,762,770,ORG,Q52847,AMD,no,train
document_142015.html,continente,269,279,LOC,Q15,AMD,no,train
document_142015.html,Governo italiano,837,853,ORG,Q3773971,NER,yes,train
document_142016.html,regione,758,765,LOC,Q1447,AMD,no,train
document_142017.html,Ministre,13,21,PER,Q171834,AMD,yes,train
document_142019.html,Commissione,389,400,ORG,Q8880,AMD,yes,train
document_142019.html,Moro,1,5,PER,Q171834,AMD,yes,train
document_142021.html,Paese,127,132,LOC,Q38,AMD,yes,train
document_142021.html,collega,343,350,PER,Q76297,AMD,no,train
document_142021.html,partiti,83,90,ORG,Q7278,AMD,yes,train
document_142022.html,Paese,299,304,LOC,Q38,AMD,yes,train
document_142022.html,Parlamento italiano,73,92,ORG,Q1117578,NER,yes,train
document_142022.html,Governo,226,233,ORG,Q3112434,NER,yes,train
document_142022.html,Parlamento,282,292,ORG,Q1117578,NER,yes,train
document_142022.html,Parlamento,495,505,ORG,Q1117578,NER,yes,train
document_142023.html,Moro,1,5,PER,Q171834,AMD,yes,train
document_142023.html,presidente,208,218,PER,Q4003497,AMD,no,train
document_142024.html,Ministro italiano,72,89,PER,Q171834,AMD,yes,train
document_142024.html,regione,502,509,LOC,Q1447,AMD,no,train
document_142024.html,governo italiano,260,276,ORG,Q3112434,NER,yes,train
document_142027.html,paese,341,346,LOC,Q38,AMD,yes,train
document_142027.html,Parlamento,200,210,ORG,Q1117578,NER,yes,train
document_142028.html,Moro,378,382,PER,Q171834,AMD,yes,train
document_142028.html,paese,50,55,LOC,Q817,AMD,yes,train
document_142030.html,Moro,558,562,PER,Q171834,AMD,no,train
document_142030.html,paese,1000,1005,LOC,Q38,AMD,yes,train
document_142030.html,Senato,272,278,ORG,Q633872,NER,yes,train
document_142032.html,Presidente,87,97,PER,Q4003497,AMD,no,train
document_142034.html,Comunità,2013,2021,ORG,Q52847,AMD,yes,train
document_142034.html,Paese,503,508,LOC,Q38,AMD,yes,train
document_142035.html,Moro,352,356,PER,Q171834,AMD,yes,train
document_142035.html,Paese,302,307,LOC,Q142,AMD,yes,train
document_142035.html,alleanza,625,633,ORG,Q7184,AMD,no,train
document_142035.html,collega,574,581,PER,Q76297,AMD,no,train
document_142035.html,unione europea,672,686,ORG,Q458,AMD,yes,train
document_142036.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_142036.html,Moro,458,462,PER,Q171834,AMD,yes,train
document_142036.html,ministro,4,12,PER,Q2514,AMD,no,train
document_142036.html,Parlamento britannico,744,765,ORG,Q11010,NER,yes,train
document_142040.html,Presidente,8,18,PER,Q4003497,AMD,no,train
document_142040.html,Repubblica,107,117,LOC,Q1014,AMD,no,train
document_142040.html,Repubblica,890,900,LOC,Q1014,AMD,no,train
document_142040.html,paese,750,755,LOC,Q40,AMD,yes,train
document_142040.html,presidente,85,95,PER,Q4003497,AMD,no,train
document_142040.html,presidente,873,883,PER,Q4003497,AMD,no,train
document_142044.html,Moro,54,58,PER,Q171834,AMD,yes,train
document_142044.html,ministro,45,53,PER,Q2514,AMD,no,train
document_142047.html,Moro,91,95,PER,Q171834,AMD,yes,train
document_142051.html,Paese,279,284,LOC,Q233,AMD,yes,train
document_142052.html,Moro,1,5,PER,Q171834,AMD,yes,train
document_142052.html,Moro,352,356,PER,Q171834,AMD,yes,train
document_142052.html,Moro,606,610,PER,Q171834,AMD,yes,train
document_142052.html,Conferenza sulla sicurezza,23,49,ORG,Q81299,NER,no,train
document_142052.html,CSCE,79,83,ORG,Q81299,NER,yes,train
document_142054.html,Moro,1,5,PER,Q171834,AMD,yes,train
document_142054.html,Moro,416,420,PER,Q171834,AMD,yes,train
document_142054.html,ministro,171,179,PER,Q2514,AMD,no,train
document_142054.html,Unione economica e monetaria,501,529,ORG,Q212141,NER,yes,train
document_142056.html,Partito,570,577,ORG,Q815348,AMD,yes,train
document_142056.html,Partito,741,748,ORG,Q815348,AMD,yes,train
document_142056.html,Partito,1099,1106,ORG,Q815348,AMD,yes,train
document_142056.html,Congresso,16,25,ORG,,NER,no,train
document_142056.html,Congresso,520,529,ORG,,NER,no,train
document_142058.html,Moro,1,5,PER,Q171834,AMD,yes,train
document_142060.html,comunità,89,97,ORG,Q52847,AMD,no,train
document_142061.html,Assemblea,258,267,ORG,Q1053185,AMD,no,train
document_142061.html,Assemblea costituente,1102,1123,ORG,Q1053185,AMD,yes,train
document_142061.html,Costituente,125,136,ORG,Q1053185,AMD,yes,train
document_142061.html,Repubblica italiana,1156,1175,LOC,Q1014,AMD,Q38,train
document_142061.html,commissione,158,169,ORG,Q3684787,AMD,no,train
document_142061.html,costituente,1112,1123,ORG,Q1053185,AMD,no,train
document_142061.html,governo,702,709,ORG,,NER,no,train
document_142064.html,governo,144,151,ORG,Q3773901,NER,yes,train
document_142066.html,Moro,227,231,PER,Q171834,AMD,yes,train
document_142067.html,Moro,105,109,PER,Q171834,AMD,yes,train
document_142067.html,Moro,374,378,PER,Q171834,AMD,yes,train
document_142067.html,presidente,74,84,PER,Q4003497,AMD,no,train
document_142069.html,Moro,1,5,PER,Q171834,AMD,yes,train
document_142069.html,Moro,244,248,PER,Q171834,AMD,yes,train
document_142069.html,partiti,216,223,ORG,Q7278,AMD,no,train
document_142069.html,partiti,495,502,ORG,Q7278,AMD,no,train
document_142069.html,partito,679,686,ORG,Q815348,AMD,no,train
document_142069.html,governo monocolore,465,483,ORG,,NER,no,train
document_142070.html,partiti,237,244,ORG,Q7278,AMD,no,train
document_142070.html,governo,264,271,ORG,,NER,no,train
document_142071.html,Governo,43,50,ORG,Q3773901NER,yes,train
document_142072.html,Assemblea,283,292,ORG,Q841424,AMD,yes,train
document_142072.html,Presidente del Consiglio,381,405,PER,Q171834,AMD,yes,train
document_142072.html,Senato della Repubblica,80,103,LOC,Q633872,AMD,yes,train
document_142072.html,Consiglio,396,405,ORG,,NER,no,train
document_142076.html,Partiti,61,68,ORG,Q7278,AMD,yes,train
document_142076.html,Partiti,539,546,ORG,Q7278,AMD,yes,train
document_142076.html,Partiti,1023,1030,ORG,Q7278,AMD,yes,train
document_142076.html,Presidente,836,846,PER,Q4003497,AMD,no,train
document_142076.html,Parlamento,44,54,ORG,Q1117578,NER,yes,train
document_142076.html,Governo,172,179,ORG,Q3773901,NER,yes,train
document_142076.html,Governo,603,610,ORG,Q3773901,NER,yes,train
document_142076.html,Governo,748,755,ORG,Q3773901,NER,yes,train
document_142076.html,Consiglio,851,860,ORG,,NER,no,train
document_142080.html,Paese,281,286,LOC,Q40,AMD,yes,train
document_142080.html,Paese,357,362,LOC,Q40,AMD,yes,train
document_142087.html,Roma,133,137,LOC,Q220,AMD,yes,train
document_142091.html,Sua Maestà,36,46,PER,,NER,no,train
document_142097.html,Assemblea,90,99,ORG,Q1053185,AMD,no,train
document_142097.html,Assemblea,784,793,ORG,Q1053185,AMD,no,train
document_142097.html,partito,242,249,ORG,Q815348,AMD,no,train
document_142103.html,paese,453,458,LOC,Q38,AMD,yes,train
document_142103.html,partito,174,181,ORG,Q815348,AMD,no,train
document_142103.html,partito,401,408,ORG,Q815348,AMD,no,train
document_142109.html,Moro,31,35,PER,Q171834,AMD,yes,train
document_142111.html,governo finlandese,64,82,ORG,Q2366737,NER,yes,train
document_142111.html,Conferenza,182,192,ORG,Q318161,NER,yes,train
document_142111.html,governo elvetico,232,248,ORG,Q30917,NER,yes,train
document_142115.html,Moro,21,25,PER,Q171834,AMD,yes,train
document_142115.html,Presidente del Consiglio,276,300,PER,Q171834,AMD,yes,train
document_142115.html,governo italiano,47,63,ORG,Q3773971,NER,yes,train
document_142115.html,Consiglio,291,300,ORG,,NER,no,train
document_142117.html,Governo,50,57,ORG,Q3773901,NER,yes,train
document_142118.html,Consiglio europeo,37,54,ORG,Q8886,AMD,yes,train
document_142118.html,Moro,1,5,PER,Q171834,AMD,yes,train
document_142118.html,paese,296,301,LOC,Q38,AMD,no,train
document_142118.html,presidente,13,23,PER,Q4003497,AMD,no,train
document_142120.html,presidente del Consiglio,275,299,PER,Q171834,AMD,yes,train
document_142120.html,Consiglio,290,299,ORG,,NER,no,train
document_142123.html,Governo,46,53,ORG,Q3773901,NER,yes,train
