doc_id,surface,start_pos,end_pos,type,identifier,source,valid
document_131111.html,Commissione,964,975,ORG,Q3684787,AMD,no
document_131111.html,Commissione,1124,1135,ORG,Q3684787,AMD,no
document_131111.html,Commissione,1368,1379,ORG,Q3684787,AMD,no
document_131111.html,Commissione,1666,1677,ORG,Q3684787,AMD,no
document_131111.html,Partito,1793,1800,ORG,Q815348,AMD,no
document_131111.html,Conferenza Nazionale Organizzativa,71,105,ORG,,NER,no
document_131111.html,Direzione Centrale,545,563,ORG,,NER,no
document_131111.html,Segreteria Politica,572,591,ORG,,NER,no
document_131111.html,Direzione,1353,1362,ORG,,NER,no
document_131112.html,Presidente,38,48,PER,Q4003497,AMD,no
document_131112.html,Consiglio Nazionale,150,169,ORG,,NER,no
document_131114.html,Partito,120,127,ORG,Q815348,AMD,no
document_131114.html,partito,451,458,ORG,Q815348,AMD,no
document_131114.html,Consiglio Nazionale[1,67,88,ORG,,NER,no
document_131115.html,partito,349,356,ORG,Q815348,AMD,no
document_131115.html,partito,855,862,ORG,Q815348,AMD,no
document_131115.html,partito,911,918,ORG,Q815348,AMD,no
document_131115.html,partito,1368,1375,ORG,Q815348,AMD,no
document_131115.html,partito,1553,1560,ORG,Q815348,AMD,no
document_131115.html,partito,1622,1629,ORG,Q815348,AMD,no
document_131115.html,Consiglio Nazionale,1012,1031,ORG,,NER,no
document_131115.html,Consiglio Nazionale,1311,1330,ORG,,NER,no
document_131116.html,comunità,112,120,ORG,Q52847,AMD,no
document_131116.html,partito,96,103,ORG,Q815348,AMD,no
document_131116.html,partito,426,433,ORG,Q815348,AMD,no
document_131117.html,Segretario,33,43,PER,Q434786,AMD,no
document_131118.html,Aldo Moro,61,70,PER,Q171834,AMD,no
document_131118.html,Padova,16,22,LOC,Q617,AMD,no
document_131118.html,partito,391,398,ORG,Q815348,AMD,no
document_131119.html,Aldo Moro,89,98,PER,Q171834,AMD,no
document_131119.html,Moro,270,274,PER,Q171834,AMD,no
document_131119.html,partito,405,412,ORG,Q815348,AMD,no
document_131119.html,Congresso provinciale dei giovani democristiani,13,60,ORG,,NER,no
document_131122.html,paese,729,734,LOC,Q38,AMD,no
document_131122.html,partiti,190,197,ORG,Q7278,AMD,no
document_131123.html,Universitari,78,90,ORG,Q3091708,AMD,no
document_131124.html,Paese,567,572,LOC,Q38,AMD,no
document_131125.html,Partito,912,919,ORG,Q815348,AMD,no
document_131125.html,paese,295,300,LOC,Q38,AMD,no
document_131125.html,partito,558,565,ORG,Q815348,AMD,no
document_131125.html,Consiglio Nazionale,13,32,ORG,,NER,no
document_131126.html,Partito,980,987,ORG,Q815348,AMD,no
document_131126.html,paese,333,338,LOC,Q38,AMD,no
document_131126.html,paese,1483,1488,LOC,Q38,AMD,no
document_131126.html,partito,187,194,ORG,Q815348,AMD,no
document_131126.html,partito,1421,1428,ORG,Q815348,AMD,no
document_131126.html,consiglio nazionale,212,231,ORG,,NER,no
document_131126.html,Consiglio Nazionale,1244,1263,ORG,,NER,no
document_131126.html,Congresso,1613,1622,ORG,,NER,no
document_131128.html,Alleanza,925,933,ORG,Q7184,AMD,no
document_131128.html,partito,7,14,ORG,Q815348,AMD,no
document_131130.html,paese,699,704,LOC,Q38,AMD,no
document_131130.html,Governo,220,227,ORG,,NER,no
document_131130.html,Governo,428,435,ORG,,NER,no
document_131132.html,Movimento,88,97,ORG,Q3866579,AMD,no
document_131132.html,comunità,452,460,ORG,Q52847,AMD,no
document_131132.html,partito,10,17,ORG,Q815348,AMD,no
document_131132.html,partito,290,297,ORG,Q815348,AMD,no
document_131138.html,coltivatori diretti,449,468,ORG,Q3682549,AMD,no
document_131138.html,presidente,13,23,PER,Q4003497,AMD,no
document_131138.html,presidente,295,305,PER,Q4003497,AMD,no
document_131138.html,Confederazione,182,196,ORG,,NER,no
document_131139.html,Aldo Moro,66,75,PER,Q171834,AMD,no
document_131139.html,DC,537,539,ORG,Q815348,AMD,no
document_131139.html,Democrazia,40,50,ORG,Q815348,AMD,no
document_131139.html,Paese,333,338,LOC,Q38,AMD,no
document_131139.html,Paese,510,515,LOC,Q38,AMD,no
document_131139.html,Salerno,2,9,LOC,Q1083,AMD,no
document_131139.html,partito,122,129,ORG,Q815348,AMD,no
document_131139.html,partito,253,260,ORG,Q815348,AMD,no
document_131139.html,regione,350,357,LOC,Q1447,AMD,no
document_131143.html,partito,263,270,ORG,Q815348,AMD,no
document_131144.html,Mezzogiorno,173,184,LOC,Q207989,AMD,no
document_131144.html,Mezzogiorno,316,327,LOC,Q207989,AMD,no
document_131144.html,Abruzzi,41,48,LOC,,NER,no
document_131146.html,Aldo Moro,37,46,PER,Q171834,AMD,no
document_131146.html,DC,29,31,ORG,Q815348,AMD,no
document_131146.html,Moro,412,416,PER,Q171834,AMD,no
document_131146.html,Segretario,3,13,PER,Q434786,AMD,no
document_131146.html,Congresso delle donne rurali,64,92,ORG,,NER,no
document_131147.html,paese,769,774,LOC,Q38,AMD,no
document_131147.html,partito,1001,1008,ORG,Q815348,AMD,no
document_131152.html,Paese,112,117,LOC,Q38,AMD,no
document_131152.html,Paese,937,942,LOC,Q38,AMD,no
document_131153.html,Aldo Moro,36,45,PER,Q171834,AMD,no
document_131153.html,Democrazia,110,120,ORG,Q815348,AMD,no
document_131153.html,Foggia,2,8,LOC,Q13464,AMD,no
document_131156.html,Paese,105,110,LOC,Q38,AMD,no
document_131156.html,Paese,446,451,LOC,Q38,AMD,no
document_131156.html,Paese,851,856,LOC,Q38,AMD,no
document_131157.html,partiti,311,318,ORG,Q7278,AMD,no
document_131157.html,partiti,574,581,ORG,Q7278,AMD,no
document_131157.html,partito,224,231,ORG,Q815348,AMD,no
document_131157.html,governo,139,146,ORG,,NER,no
document_131157.html,governo,438,445,ORG,,NER,no
document_131157.html,governo,629,636,ORG,,NER,no
document_131159.html,Leone,1742,1747,PER,Q1235,AMD,no
document_131159.html,Paese,1616,1621,LOC,Q38,AMD,no
document_131159.html,paese,472,477,LOC,Q38,AMD,no
document_131159.html,paese,1021,1026,LOC,Q38,AMD,no
document_131159.html,partiti,1860,1867,ORG,Q7278,AMD,no
document_131159.html,partiti,1958,1965,ORG,Q7278,AMD,no
document_131159.html,partito,438,445,ORG,Q815348,AMD,no
document_131159.html,Consiglio Nazionale,1658,1677,ORG,,NER,no
document_131159.html,Governo,1734,1741,ORG,,NER,no
document_131160.html,Presidente,42,52,PER,Q4003497,AMD,no
document_131160.html,Consiglio on,57,69,ORG,,NER,no
document_131161.html,partiti,289,296,ORG,Q7278,AMD,no
document_131166.html,Partito,301,308,ORG,Q815348,AMD,no
document_131166.html,collega,520,527,PER,Q76297,AMD,no
document_131166.html,partiti,887,894,ORG,Q7278,AMD,no
document_131166.html,partiti,1099,1106,ORG,Q7278,AMD,no
document_131166.html,partito,712,719,ORG,Q815348,AMD,no
document_131166.html,Parlamento,420,430,ORG,,NER,no
document_131166.html,Congresso,577,586,ORG,,NER,no
document_131166.html,Consiglio nazionale,614,633,ORG,,NER,no
document_131166.html,Congresso socialista,960,980,ORG,,NER,no
document_131166.html,Consiglio nazionale,1202,1221,ORG,,NER,no
document_131166.html,Consiglio nazionale,1375,1394,ORG,,NER,no
document_131166.html,Governo,1487,1494,ORG,,NER,no
document_131166.html,Consiglio nazionale,1645,1664,ORG,,NER,no
document_132006.html,paese,277,282,LOC,Q38,AMD,no
document_132009.html,Aldo Moro,132,141,PER,Q171834,AMD,no
document_132009.html,Moro,307,311,PER,Q171834,AMD,no
document_132009.html,Presidente,101,111,PER,Q4003497,AMD,no
document_132009.html,Consiglio,116,125,ORG,,NER,no
document_132010.html,Aldo Moro,32,41,PER,Q171834,AMD,no
document_132010.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132010.html,Presidente,181,191,PER,Q4003497,AMD,no
document_132010.html,Consiglio on,18,30,ORG,,NER,no
document_132010.html,Consiglio Nazionale della stampa italiana,98,139,ORG,,NER,no
document_132010.html,Governo,328,335,ORG,,NER,no
document_132010.html,alla Presidenza,498,513,ORG,,NER,no
document_132010.html,Padellaro[3,558,569,PER,,NER,no
document_132011.html,Paese,127,132,LOC,Q38,AMD,no
document_132011.html,partiti,799,806,ORG,Q7278,AMD,no
document_132011.html,partiti,1001,1008,ORG,Q7278,AMD,no
document_132011.html,governo,115,122,ORG,,NER,no
document_132011.html,Governo,221,228,ORG,,NER,no
document_132011.html,Governo,471,478,ORG,,NER,no
document_132011.html,Governo,752,759,ORG,,NER,no
document_132013.html,Aldo Moro,32,41,PER,Q171834,AMD,no
document_132013.html,Movimento,82,91,ORG,Q3866579,AMD,no
document_132013.html,Segretario,177,187,PER,Q434786,AMD,no
document_132013.html,presidente,3,13,PER,Q4003497,AMD,no
document_132013.html,Consiglio on,18,30,ORG,,NER,no
document_132014.html,Paese,129,134,LOC,Q38,AMD,no
document_132014.html,Governo,324,331,ORG,,NER,no
document_132014.html,Governo,710,717,ORG,,NER,no
document_132014.html,Governo,831,838,ORG,,NER,no
document_132017.html,Governo italiano,116,132,ORG,,NER,no
document_132020.html,Aldo Moro,121,130,PER,Q171834,AMD,no
document_132020.html,presidente,92,102,PER,Q4003497,AMD,no
document_132020.html,Consiglio on,107,119,ORG,,NER,no
document_132020.html,Governo,162,169,ORG,,NER,no
document_132022.html,Moro,60,64,PER,Q171834,AMD,no
document_132022.html,Paese,1036,1041,LOC,Q38,AMD,no
document_132022.html,Partito,447,454,ORG,Q815348,AMD,no
document_132022.html,partito,1200,1207,ORG,Q815348,AMD,no
document_132022.html,presidente,31,41,PER,Q4003497,AMD,no
document_132022.html,Teatro Piccinni,11,26,LOC,,NER,no
document_132022.html,Consiglio on,46,58,ORG,,NER,no
document_132024.html,Moro,67,71,PER,Q171834,AMD,no
document_132027.html,ministro,264,272,PER,Q2514,AMD,no
document_132027.html,organizzazione,756,770,ORG,Q3682549,AMD,no
document_132027.html,presidente,203,213,PER,Q4003497,AMD,no
document_132027.html,presidente,509,519,PER,Q4003497,AMD,no
document_132027.html,Governo,349,356,ORG,,NER,no
document_132028.html,collega,224,231,PER,Q76297,AMD,no
document_132028.html,Governo,135,142,ORG,,NER,no
document_132028.html,Radio e della Televisione,163,188,ORG,,NER,no
document_132031.html,Africa,278,284,LOC,Q15,AMD,no
document_132031.html,Continent,373,382,LOC,Q46,AMD,no
document_132031.html,Organizzazione,550,564,ORG,Q3091708,AMD,no
document_132031.html,organizzazione,338,352,ORG,Q3682549,AMD,no
document_132031.html,Governo italiano,478,494,ORG,,NER,no
document_132036.html,Aldo Moro,43,52,PER,Q171834,AMD,no
document_132036.html,comunità,478,486,ORG,Q52847,AMD,no
document_132036.html,presidente,14,24,PER,Q4003497,AMD,no
document_132036.html,Consiglio on,29,41,ORG,,NER,no
document_132036.html,Governo,517,524,ORG,,NER,no
document_132040.html,Moro,43,47,PER,Q171834,AMD,no
document_132040.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132040.html,Rumor,145,150,PER,Q316288,AMD,no
document_132040.html,partiti,563,570,ORG,Q7278,AMD,no
document_132040.html,Consiglio,18,27,ORG,,NER,no
document_132043.html,Paese,309,314,LOC,Q38,AMD,no
document_132043.html,Paese,1961,1966,LOC,Q38,AMD,no
document_132043.html,Carnera dei Deputati,50,70,ORG,,NER,no
document_132043.html,Governo,347,354,ORG,,NER,no
document_132043.html,Senato,767,773,ORG,,NER,no
document_132043.html,Governo,1773,1780,ORG,,NER,no
document_132043.html,Parlamento,1797,1807,ORG,,NER,no
document_132044.html,paese,332,337,LOC,Q38,AMD,no
document_132044.html,partito,824,831,ORG,Q815348,AMD,no
document_132044.html,Governo,3,10,ORG,,NER,no
document_132044.html,Governo,995,1002,ORG,,NER,no
document_132048.html,Governo,3,10,ORG,,NER,no
document_132048.html,Camera dei Deputati,83,102,ORG,,NER,no
document_132051.html,Paese,1188,1193,LOC,Q38,AMD,no
document_132051.html,Paese,1870,1875,LOC,Q38,AMD,no
document_132051.html,Partito,675,682,ORG,Q815348,AMD,no
document_132051.html,Partito,941,948,ORG,Q815348,AMD,no
document_132051.html,Partito,1687,1694,ORG,Q815348,AMD,no
document_132051.html,Segretario,397,407,PER,Q434786,AMD,no
document_132051.html,Consiglio nazionale,150,169,ORG,,NER,no
document_132051.html,Congresso,201,210,ORG,,NER,no
document_132051.html,Governo,223,230,ORG,,NER,no
document_132051.html,Congresso,699,708,ORG,,NER,no
document_132051.html,Governo,910,917,ORG,,NER,no
document_132052.html,Paese,190,195,LOC,Q38,AMD,no
document_132052.html,Paese,1257,1262,LOC,Q38,AMD,no
document_132052.html,Paese,1445,1450,LOC,Q38,AMD,no
document_132052.html,Paese,1763,1768,LOC,Q38,AMD,no
document_132052.html,capitale,1056,1064,LOC,Q220,AMD,no
document_132053.html,Paese,553,558,LOC,Q38,AMD,no
document_132053.html,comunità,632,640,ORG,Q52847,AMD,no
document_132053.html,governo della Nazione,349,370,ORG,,NER,no
document_132053.html,governo,377,384,ORG,,NER,no
document_132053.html,governo,1360,1367,ORG,,NER,no
document_132055.html,Europa,66,72,LOC,Q46,AMD,no
document_132055.html,organizzazione,357,371,ORG,Q3682549,AMD,no
document_132055.html,VII Stati Generali,34,52,ORG,,NER,no
document_132055.html,Congresso,131,140,ORG,,NER,no
document_132055.html,Urbe,583,587,LOC,,NER,no
document_132055.html,Governo italiano,1368,1384,ORG,,NER,no
document_132055.html,Congresso,1602,1611,ORG,,NER,no
document_132056.html,Capo,1107,1111,PER,Q2604,AMD,no
document_132056.html,Presidente,864,874,PER,Q4003497,AMD,no
document_132056.html,Governo,3,10,ORG,,NER,no
document_132056.html,Camera dei deputati,120,139,ORG,,NER,no
document_132056.html,Governo,459,466,ORG,,NER,no
document_132056.html,Consiglio,879,888,ORG,,NER,no
document_132061.html,Paese,542,547,LOC,Q38,AMD,no
document_132061.html,Governo,166,173,ORG,,NER,no
document_132061.html,Altare della Patria,298,317,LOC,,NER,no
document_132065.html,Presidente,62,72,PER,Q4003497,AMD,no
document_132065.html,Presidente,300,310,PER,Q4003497,AMD,no
document_132065.html,Consiglio,77,86,ORG,,NER,no
document_132067.html,Aldo Moro,32,41,PER,Q171834,AMD,no
document_132067.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132067.html,Consiglio on,18,30,ORG,,NER,no
document_132067.html,Governo,203,210,ORG,,NER,no
document_132069.html,Moro,32,36,PER,Q171834,AMD,no
document_132069.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132069.html,Consiglio on,18,30,ORG,,NER,no
document_132069.html,Teatro Odeon,59,71,LOC,,NER,no
document_132069.html,Governo,489,496,ORG,,NER,no
document_132071.html,Aldo Moro,32,41,PER,Q171834,AMD,no
document_132071.html,Moro,563,567,PER,Q171834,AMD,no
document_132071.html,città,201,206,LOC,Q3519,AMD,no
document_132071.html,città,287,292,LOC,Q3519,AMD,no
document_132071.html,città,426,431,LOC,Q3519,AMD,no
document_132071.html,comunità,547,555,ORG,Q52847,AMD,no
document_132071.html,presidente,3,13,PER,Q4003497,AMD,no
document_132071.html,Consiglio on,18,30,ORG,,NER,no
document_132071.html,Palazzo della Provincia,131,154,LOC,,NER,no
document_132073.html,Aldo Moro,32,41,PER,Q171834,AMD,no
document_132073.html,presidente,3,13,PER,Q4003497,AMD,no
document_132073.html,Consiglio on,18,30,ORG,,NER,no
document_132075.html,continente,1324,1334,LOC,Q15,AMD,no
document_132075.html,paese,1563,1568,LOC,Q38,AMD,no
document_132076.html,Paese,706,711,LOC,Q38,AMD,no
document_132076.html,Ella,19,23,PER,,NER,no
document_132076.html,Ella,387,391,PER,,NER,no
document_132079.html,Italia,1240,1246,LOC,Q38,AMD,no
document_132079.html,Partito,135,142,ORG,Q815348,AMD,no
document_132079.html,Consiglio nazionale,811,830,ORG,,NER,no
document_132081.html,Sud,86,89,LOC,Q207989,AMD,no
document_132083.html,Governo,582,589,ORG,,NER,no
document_132083.html,Governo,766,773,ORG,,NER,no
document_132083.html,Governo,1518,1525,ORG,,NER,no
document_132084.html,Paese,720,725,LOC,Q38,AMD,no
document_132084.html,Governo,639,646,ORG,,NER,no
document_132084.html,Parlamento,941,951,ORG,,NER,no
document_132084.html,Governo,1023,1030,ORG,,NER,no
document_132084.html,Camera dei Deputati,1353,1372,ORG,,NER,no
document_132084.html,Governo,1477,1484,ORG,,NER,no
document_132084.html,Camera dei Deputati,1595,1614,ORG,,NER,no
document_132084.html,Governo,1687,1694,ORG,,NER,no
document_132084.html,Parlamento,2052,2062,ORG,,NER,no
document_132087.html,Presidente,14,24,PER,Q4003497,AMD,no
document_132087.html,Presidente,534,544,PER,Q4003497,AMD,no
document_132087.html,alleanza,376,384,ORG,Q7184,AMD,no
document_132087.html,ministro,74,82,PER,Q2514,AMD,no
document_132088.html,Italia,782,788,LOC,Q38,AMD,no
document_132088.html,Occidente,1210,1219,LOC,Q160381,AMD,no
document_132089.html,alleanza,309,317,ORG,Q7184,AMD,no
document_132089.html,ministro,171,179,PER,Q2514,AMD,no
document_132089.html,presidente,71,81,PER,Q4003497,AMD,no
document_132089.html,Governo,13,20,ORG,,NER,no
document_132089.html,Governo,203,210,ORG,,NER,no
document_132090.html,organizzazione,213,227,ORG,Q3682549,AMD,no
document_132090.html,organizzazione,539,553,ORG,Q3682549,AMD,no
document_132091.html,alleanza,875,883,ORG,Q7184,AMD,no
document_132091.html,ministro,208,216,PER,Q2514,AMD,no
document_132093.html,Moro,707,711,PER,Q171834,AMD,no
document_132093.html,Moro,1369,1373,PER,Q171834,AMD,no
document_132093.html,presidente,601,611,PER,Q4003497,AMD,no
document_132093.html,presidente,642,652,PER,Q4003497,AMD,no
document_132093.html,Governo,90,97,ORG,,NER,no
document_132093.html,governo,323,330,ORG,,NER,no
document_132093.html,avv,663,666,PER,,NER,no
document_132093.html,Governo,908,915,ORG,,NER,no
document_132093.html,Governo,1096,1103,ORG,,NER,no
document_132094.html,Lei,40,43,PER,,NER,no
document_132094.html,Governo italiano,133,149,ORG,,NER,no
document_132095.html,città,203,208,LOC,Q3519,AMD,no
document_132095.html,città,335,340,LOC,Q3519,AMD,no
document_132095.html,paese,437,442,LOC,Q38,AMD,no
document_132095.html,Governo italiano,64,80,ORG,,NER,no
document_132096.html,Aldo Moro,32,41,PER,Q171834,AMD,no
document_132096.html,Moro,294,298,PER,Q171834,AMD,no
document_132096.html,coltivatori diretti,613,632,ORG,Q3682549,AMD,no
document_132096.html,presidente,3,13,PER,Q4003497,AMD,no
document_132096.html,Consiglio on,18,30,ORG,,NER,no
document_132096.html,Palatino,403,411,LOC,,NER,no
document_132097.html,Commissione,219,230,ORG,Q3684787,AMD,no
document_132097.html,Moro,32,36,PER,Q171834,AMD,no
document_132097.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132097.html,Consiglio on,18,30,ORG,,NER,no
document_132097.html,Consiglio Nazionale,150,169,ORG,,NER,no
document_132097.html,avv,247,250,ORG,,NER,no
document_132098.html,Fiera,187,192,ORG,Q3744601,AMD,no
document_132098.html,Fiera,442,447,ORG,Q3744601,AMD,no
document_132098.html,Fiera,751,756,ORG,Q3744601,AMD,no
document_132098.html,Moro,33,37,PER,Q171834,AMD,no
document_132098.html,Paese,865,870,LOC,Q38,AMD,no
document_132098.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132098.html,Presidente,509,519,PER,Q4003497,AMD,no
document_132098.html,città,134,139,LOC,Q3519,AMD,no
document_132098.html,città,366,371,LOC,Q3519,AMD,no
document_132098.html,città,456,461,LOC,Q3519,AMD,no
document_132098.html,regione,488,495,LOC,Q1447,AMD,no
document_132098.html,Consiglio,18,27,ORG,,NER,no
document_132098.html,Consiglio,524,533,ORG,,NER,no
document_132098.html,Governo,579,586,ORG,,NER,no
document_132102.html,Aldo Moro,33,42,PER,Q171834,AMD,no
document_132102.html,Palazzo Barberini,76,93,LOC,Q1136614,AMD,no
document_132102.html,presidente,3,13,PER,Q4003497,AMD,no
document_132102.html,Consiglio,18,27,ORG,,NER,no
document_132103.html,Italia,0,6,LOC,Q38,AMD,no
document_132103.html,comunità,561,569,ORG,Q52847,AMD,no
document_132104.html,Aldo Moro,46,55,PER,Q171834,AMD,no
document_132104.html,Moro,355,359,PER,Q171834,AMD,no
document_132104.html,Moro,560,564,PER,Q171834,AMD,no
document_132104.html,Paese,742,747,LOC,Q38,AMD,no
document_132104.html,Presidente,15,25,PER,Q4003497,AMD,no
document_132104.html,Consiglio,30,39,ORG,,NER,no
document_132106.html,Aldo Moro,202,211,PER,Q171834,AMD,no
document_132106.html,Veneto,156,162,LOC,Q1243,AMD,no
document_132106.html,presidente,167,177,PER,Q4003497,AMD,no
document_132106.html,Consiglio,182,191,ORG,,NER,no
document_132106.html,Arma,344,348,ORG,,NER,no
document_132107.html,Aldo Moro,43,52,PER,Q171834,AMD,no
document_132107.html,Fiera,109,114,ORG,Q3744601,AMD,no
document_132107.html,Presidente,13,23,PER,Q4003497,AMD,no
document_132107.html,Consiglio,28,37,ORG,,NER,no
document_132107.html,Palazzo dei Congressi,178,199,LOC,,NER,no
document_132108.html,Presidente,155,165,PER,Q4003497,AMD,no
document_132109.html,Asahi,50,55,ORG,,NER,no
document_132112.html,Comune,288,294,LOC,Q3519,AMD,no
document_132112.html,Moro,33,37,PER,Q171834,AMD,no
document_132112.html,Regione,257,264,LOC,Q1222,AMD,no
document_132112.html,Sindaco,79,86,PER,Q98446077,AMD,no
document_132112.html,presidente,3,13,PER,Q4003497,AMD,no
document_132112.html,Consiglio,18,27,ORG,,NER,no
document_132113.html,Capo,718,722,PER,Q2604,AMD,no
document_132113.html,Presidente,279,289,PER,Q4003497,AMD,no
document_132113.html,Repubblica,296,306,LOC,Q1014,AMD,no
document_132113.html,Governo,770,777,ORG,,NER,no
document_132116.html,Aldo Moro,106,115,PER,Q171834,AMD,no
document_132116.html,Assemblea,203,212,ORG,Q1053185,AMD,no
document_132116.html,Presidente,77,87,PER,Q4003497,AMD,no
document_132116.html,Consiglio on,92,104,ORG,,NER,no
document_132121.html,Assemblea,245,254,ORG,Q1053185,AMD,no
document_132121.html,Presidente,229,239,PER,Q4003497,AMD,no
document_132121.html,ministro,74,82,PER,Q2514,AMD,no
document_132121.html,Governo,20,27,ORG,,NER,no
document_132123.html,Moro,32,36,PER,Q171834,AMD,no
document_132123.html,Presidente,109,119,PER,Q4003497,AMD,no
document_132123.html,presidente,3,13,PER,Q4003497,AMD,no
document_132123.html,presidente,351,361,PER,Q4003497,AMD,no
document_132123.html,Consiglio on,18,30,ORG,,NER,no
document_132123.html,Pozzani,145,152,PER,,NER,no
document_132123.html,Consiglio,366,375,ORG,,NER,no
document_132124.html,Presidente,62,72,PER,Q4003497,AMD,no
document_132124.html,paese,321,326,LOC,Q38,AMD,no
document_132124.html,Consiglio Esecutivo Federale,77,105,ORG,,NER,no
document_132125.html,Accademia Jugoslava,64,83,ORG,,NER,no
document_132125.html,Accademia,475,484,ORG,,NER,no
document_132130.html,Roma,131,135,LOC,Q220,AMD,no
document_132130.html,Roma,869,873,LOC,Q220,AMD,no
document_132130.html,Signori,12,19,PER,,NER,no
document_132130.html,Governo italiano,96,112,ORG,,NER,no
document_132130.html,Governo italiano,1016,1032,ORG,,NER,no
document_132130.html,Cattedra di S. Pietro,1485,1506,LOC,,NER,no
document_132133.html,Amministrazione Provinciale,99,126,ORG,,NER,no
document_132136.html,Presidente,1024,1034,PER,Q4003497,AMD,no
document_132136.html,ministero degli Affari Esteri,142,171,ORG,,NER,no
document_132136.html,Governo,319,326,ORG,,NER,no
document_132136.html,Parlamento,339,349,ORG,,NER,no
document_132136.html,Parlamento,616,626,ORG,,NER,no
document_132136.html,Dicastero degli Esteri,988,1010,ORG,,NER,no
document_132136.html,Consiglio,1039,1048,ORG,,NER,no
document_132136.html,Governo,1137,1144,ORG,,NER,no
document_132136.html,Parlamento,1188,1198,ORG,,NER,no
document_132139.html,Paese,1291,1296,LOC,Q38,AMD,no
document_132139.html,partiti,1004,1011,ORG,Q7278,AMD,no
document_132139.html,Governo,273,280,ORG,,NER,no
document_132141.html,Capo,157,161,PER,Q2604,AMD,no
document_132143.html,partiti,1249,1256,ORG,Q7278,AMD,no
document_132143.html,Governo,588,595,ORG,,NER,no
document_132144.html,Repubblica,125,135,LOC,Q1014,AMD,no
document_132144.html,Governo,298,305,ORG,,NER,no
document_132144.html,Senato,517,523,ORG,,NER,no
document_132144.html,Governo,867,874,ORG,,NER,no
document_132145.html,Paese,247,252,LOC,Q38,AMD,no
document_132145.html,Partito,565,572,ORG,Q815348,AMD,no
document_132145.html,Partito,669,676,ORG,Q815348,AMD,no
document_132145.html,Segretario,279,289,PER,Q434786,AMD,no
document_132145.html,Segretario,780,790,PER,Q434786,AMD,no
document_132145.html,Consiglio Nazionale,467,486,ORG,,NER,no
document_132145.html,Consiglio Nazionale,820,839,ORG,,NER,no
document_132145.html,Governo,1310,1317,ORG,,NER,no
document_132146.html,Nord,220,224,LOC,Q4345530,AMD,no
document_132147.html,Aldo Moro,33,42,PER,Q171834,AMD,no
document_132147.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132147.html,Consiglio,18,27,ORG,,NER,no
document_132148.html,Oriente,263,270,LOC,NIL,AMD,no
document_132148.html,città,1172,1177,LOC,Q3519,AMD,no
document_132148.html,Monti Albani,238,250,LOC,,NER,no
document_132151.html,Mezzogiorno,160,171,LOC,Q207989,AMD,no
document_132151.html,Paese,404,409,LOC,Q38,AMD,no
document_132151.html,comunità,775,783,ORG,Q52847,AMD,no
document_132151.html,amministrazione dello Stato,641,668,ORG,,NER,no
document_132154.html,Ministro,416,424,PER,NIL,AMD,no
document_132154.html,FIAT,63,67,ORG,,NER,no
document_132154.html,Governo italiano,449,465,ORG,,NER,no
document_132154.html,Fiat,593,597,ORG,,NER,no
document_132162.html,Moro,6,10,PER,Q171834,AMD,no
document_132162.html,Presidente,247,257,PER,Q4003497,AMD,no
document_132165.html,Mezzogiorno,1147,1158,LOC,Q207989,AMD,no
document_132165.html,Paese,523,528,LOC,Q38,AMD,no
document_132165.html,città,207,212,LOC,Q3519,AMD,no
document_132165.html,regione,358,365,LOC,Q1447,AMD,no
document_132165.html,Governo,406,413,ORG,,NER,no
document_132165.html,Governo,1272,1279,ORG,,NER,no
document_132169.html,Europa,456,462,LOC,Q46,AMD,no
document_132169.html,città,232,237,LOC,Q3519,AMD,no
document_132169.html,città,714,719,LOC,Q3519,AMD,no
document_132169.html,città,731,736,LOC,Q3519,AMD,no
document_132169.html,collega,60,67,PER,Q76297,AMD,no
document_132170.html,ministro,60,68,PER,Q2514,AMD,no
document_132171.html,Ella,81,85,PER,,NER,no
document_132177.html,Fiera,40,45,ORG,Q3744601,AMD,no
document_132177.html,Levante,50,57,LOC,Q81483,AMD,no
document_132177.html,presidente,23,33,PER,Q4003497,AMD,no
document_132179.html,Parlamento italiano,444,463,ORG,,NER,no
document_132179.html,Governo,611,618,ORG,,NER,no
document_132179.html,Governo,748,755,ORG,,NER,no
document_132179.html,Parlamento,769,779,ORG,,NER,no
document_132179.html,Governo,875,882,ORG,,NER,no
document_132179.html,Camera,1080,1086,ORG,,NER,no
document_132180.html,Aldo Moro,33,42,PER,Q171834,AMD,no
document_132180.html,Associazione,181,193,ORG,Q3091708,AMD,no
document_132180.html,Badaloni,145,153,PER,Q28030773,AMD,no
document_132180.html,Moro,474,478,PER,Q171834,AMD,no
document_132180.html,Presidente,3,13,PER,Q4003497,AMD,no
document_132180.html,Presidente,626,636,PER,Q4003497,AMD,no
document_132180.html,Consiglio,18,27,ORG,,NER,no
document_132180.html,Consiglio,641,650,ORG,,NER,no
document_132180.html,governo,1187,1194,ORG,,NER,no
document_132181.html,Repubblica,378,388,LOC,Q1014,AMD,no
document_132181.html,Camera dei Deputati,65,84,ORG,,NER,no
